sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
1,4,67.831024,0.001396,-0.001396,0.0,0.319,,,0.0,2.59,0.55,-0.55,0.0,0.231,0.049,-0.049,0.0,7.22,,,0.0,0.0227,,,0.0,0.0,,,0.0,10.35,0.94,-0.84,0.0,476.0,,,0.0,0,5835.0,118.0,-118.0,0.0,1.1,0.23,-0.23,0.0,0.98,0.05,-0.05,0.0,-0.14,0.12,-0.121,0.0,4.33,0.15,-0.15,0.0,290.51047880000004,41.244743,1280.25,47.9,-44.62,15.47,0.16,-0.16,13.897,0.051,-0.051,15.3522,0.000383,-0.000383
1,2,6.61833,4.8e-05,-4.8e-05,0.0,0.071,,,0.0,2.48,1.2,-1.2,0.0,0.221,0.107,-0.107,0.0,6.71,,,0.0,0.0211,,,0.0,0.0,,,0.0,230.4,22.35,-20.03,0.0,1066.0,,,0.0,0,5885.0,250.0,-250.0,0.0,1.03,0.5,-0.5,0.0,0.95,0.07,-0.04,0.0,0.16,0.15,-0.1,0.0,4.45,0.3,-0.3,0.0,294.48438210000006,44.1669355,1370.79,56.78,-52.52,15.787,0.366,-0.366,13.811,0.05,-0.05,15.5772,0.00046699999999999997,-0.00046699999999999997
1,2,107.723601,0.001643,-0.001643,0.0,0.457,,,0.0,3.89,1.89,-1.89,0.0,0.34700000000000003,0.16899999999999998,-0.16899999999999998,0.0,14.4,,,0.0,0.0453,,,0.0,0.0,,,0.0,5.59,0.54,-0.49,0.0,421.0,,,0.0,0,5885.0,250.0,-250.0,0.0,1.03,0.5,-0.5,0.0,0.95,0.07,-0.04,0.0,0.16,0.15,-0.1,0.0,4.45,0.3,-0.3,0.0,294.48438210000006,44.1669355,1370.79,56.78,-52.52,15.787,0.366,-0.366,13.811,0.05,-0.05,15.5772,0.00046699999999999997,-0.00046699999999999997
1,3,3.353728,7e-06,-7e-06,0.0,0.037,,,0.0,1.98,0.09,-0.09,0.0,0.177,0.008,-0.008,0.0,37.9,21.3,-17.9,0.0,0.119,0.067,-0.056,0.0,0.0,,,0.0,45.84,4.7,-4.32,0.0,615.0,,,0.0,0,4258.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.18,0.11800000000000001,-0.12,0.0,4.73,0.15,-0.15,0.0,299.8305655,47.157574100000005,264.993,2.4925,-2.4925,16.69,0.2,-0.2,12.485,0.024,-0.024,15.4693,0.000629,-0.000629
1,3,6.87745,1.6e-05,-1.6e-05,0.0,0.06,,,0.0,2.13,0.11,-0.11,0.0,0.19,0.01,-0.01,0.0,5.18,,,0.0,0.0163,,,0.0,0.0,,,0.0,17.58,1.8,-1.66,0.0,484.0,,,0.0,0,4258.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.18,0.11800000000000001,-0.12,0.0,4.73,0.15,-0.15,0.0,299.8305655,47.157574100000005,264.993,2.4925,-2.4925,16.69,0.2,-0.2,12.485,0.024,-0.024,15.4693,0.000629,-0.000629
1,3,28.464515,0.00018,-0.00018,0.0,0.154,,,0.0,2.27,0.12,-0.12,0.0,0.203,0.011000000000000001,-0.011000000000000001,0.0,5.77,,,0.0,0.0182,,,0.0,0.0,,,0.0,2.65,0.27,-0.25,0.0,301.0,,,0.0,1,4258.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.54,0.02,-0.02,0.0,-0.18,0.11800000000000001,-0.12,0.0,4.73,0.15,-0.15,0.0,299.8305655,47.157574100000005,264.993,2.4925,-2.4925,16.69,0.2,-0.2,12.485,0.024,-0.024,15.4693,0.000629,-0.000629
1,2,25.934138,0.000142,-0.000142,0.0,0.18,,,0.0,2.55,0.47,-0.47,0.0,0.22699999999999998,0.042,-0.042,0.0,7.04,,,0.0,0.0221,,,0.0,0.0,,,0.0,64.93,2.39,-2.3,0.0,695.0,,,0.0,0,6081.0,100.0,-100.0,0.0,1.27,0.23,-0.23,0.0,1.13,0.05,-0.04,0.0,0.001,0.013000000000000001,-0.013000000000000001,0.0,4.29,0.15,-0.15,0.0,291.9761559,38.055032700000005,851.87,11.63,-11.63,13.844,0.114,-0.114,12.382,0.026,-0.026,13.6678,0.00023700000000000001,-0.00023700000000000001
1,2,83.446393,0.000761,-0.000761,0.0,0.391,,,0.0,3.38,0.69,-0.69,0.0,0.302,0.062,-0.062,0.0,11.4,,,0.0,0.0357,,,0.0,0.0,,,0.0,13.66,0.5,-0.48,0.0,471.0,,,0.0,0,6081.0,100.0,-100.0,0.0,1.27,0.23,-0.23,0.0,1.13,0.05,-0.04,0.0,0.001,0.013000000000000001,-0.013000000000000001,0.0,4.29,0.15,-0.15,0.0,291.9761559,38.055032700000005,851.87,11.63,-11.63,13.844,0.114,-0.114,12.382,0.026,-0.026,13.6678,0.00023700000000000001,-0.00023700000000000001
1,2,5.326718,3.5e-05,-3.5e-05,0.0,0.061,,,0.0,2.47,1.15,-1.15,0.0,0.22,0.10300000000000001,-0.10300000000000001,0.0,6.66,,,0.0,0.021,,,0.0,0.0,,,0.0,730.77,132.46,-106.68,0.0,1007.0,,,0.0,0,5847.0,250.0,-250.0,0.0,0.96,0.43,-0.43,0.0,0.92,0.04,-0.05,0.0,0.02,0.147,-0.184,0.0,4.5,0.3,-0.3,0.0,290.2151459,41.775981,2257.32,190.15,-163.35,15.646,0.217,-0.217,13.961,0.053,-0.053,15.7352,0.000513,-0.000513
1,2,8.127899,0.000149,-0.000149,0.0,0.081,,,0.0,1.69,0.8,-0.8,0.0,0.151,0.071,-0.071,0.0,3.5,,,0.0,0.011,,,0.0,0.0,,,0.0,416.58,75.51,-60.81,0.0,875.0,,,0.0,0,5847.0,250.0,-250.0,0.0,0.96,0.43,-0.43,0.0,0.92,0.04,-0.05,0.0,0.02,0.147,-0.184,0.0,4.5,0.3,-0.3,0.0,290.2151459,41.775981,2257.32,190.15,-163.35,15.646,0.217,-0.217,13.961,0.053,-0.053,15.7352,0.000513,-0.000513
1,2,15.3348,,,0.0,0.118,,,0.0,4.0,,,0.0,0.35700000000000004,,,0.0,2895.31,,,1.0,9.11,,,1.0,0.0,,,0.0,28.68,2.92,-2.61,0.0,610.0,,,0.0,1,5400.0,60.0,-60.0,0.0,0.59,0.15,-0.15,0.0,0.65,0.16,-0.16,0.0,0.41,0.04,-0.04,0.0,5.4,0.2,-0.2,0.0,292.2367608,41.085871000000004,1044.36,39.645,-39.645,15.822,0.069,-0.069,14.118,0.065,-0.065,15.8164,0.0008269999999999999,-0.0008269999999999999
1,2,31.3309,,,0.0,0.191,,,0.0,4.9,,,0.0,0.43700000000000006,,,0.0,4385.87,,,1.0,13.8,,,1.0,0.0,,,0.0,11.07,1.12,-1.01,0.0,481.0,,,0.0,1,5400.0,60.0,-60.0,0.0,0.59,0.15,-0.15,0.0,0.65,0.16,-0.16,0.0,0.41,0.04,-0.04,0.0,5.4,0.2,-0.2,0.0,292.2367608,41.085871000000004,1044.36,39.645,-39.645,15.822,0.069,-0.069,14.118,0.065,-0.065,15.8164,0.0008269999999999999,-0.0008269999999999999
1,2,11.476094,7.1e-05,-7.1e-05,0.0,0.107,,,0.0,2.01,0.4,-0.4,0.0,0.179,0.036000000000000004,-0.036000000000000004,0.0,4.7,,,0.0,0.0148,,,0.0,0.0,,,0.0,178.36,5.82,-5.63,0.0,984.0,,,0.0,0,6067.0,100.0,-100.0,0.0,1.46,0.28,-0.28,0.0,1.17,0.08,-0.05,0.0,0.07,0.079,-0.069,0.0,4.2,0.15,-0.15,0.0,282.2001207,44.4222795,948.781,13.019,-12.677,13.9,0.114,-0.114,12.627,0.019,-0.019,13.8586,0.000185,-0.000185
1,2,25.262887,0.000599,-0.000599,0.0,0.18,,,0.0,1.77,0.37,-0.37,0.0,0.158,0.033,-0.033,0.0,3.78,,,0.0,0.0119,,,0.0,0.0,,,0.0,62.24,2.03,-1.96,0.0,756.0,,,0.0,0,6067.0,100.0,-100.0,0.0,1.46,0.28,-0.28,0.0,1.17,0.08,-0.05,0.0,0.07,0.079,-0.069,0.0,4.2,0.15,-0.15,0.0,282.2001207,44.4222795,948.781,13.019,-12.677,13.9,0.114,-0.114,12.627,0.019,-0.019,13.8586,0.000185,-0.000185
1,3,10.43547805,2.7e-05,-2.7e-05,0.0,0.0881,,,0.0,1.23,0.08,-0.07,0.0,0.11,0.006999999999999999,-0.006,0.0,2.04,,,0.0,0.00642,,,0.0,0.0,,,0.0,75.96,2.07,-2.0,0.0,759.0,,,0.0,0,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,4.52,0.04,-0.05,0.0,283.0029316,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605
1,3,7.41086267,3.305e-05,-3.305e-05,0.0,0.0702,,,0.0,0.95,0.06,-0.06,0.0,0.085,0.005,-0.005,0.0,0.809,,,0.0,0.0025399999999999997,,,0.0,0.0,,,0.0,119.63,3.27,-3.15,0.0,850.0,,,0.0,0,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,4.52,0.04,-0.05,0.0,283.0029316,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605
1,3,5.24972541,4.062e-05,-4.062e-05,0.0,0.0558,,,0.0,0.66,0.05,-0.05,0.0,0.059000000000000004,0.004,-0.004,0.0,0.219,,,0.0,0.0006900000000000001,,,0.0,0.0,,,0.0,189.34,5.17,-4.99,0.0,954.0,,,0.0,0,5555.0,60.07,-59.33,0.0,0.87,0.05,-0.04,0.0,0.9,0.04,-0.04,0.0,-0.13,0.121,-0.122,0.0,4.52,0.04,-0.05,0.0,283.0029316,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605
1,3,2.971353,1.7e-05,-1.7e-05,0.0,0.038,,,0.0,1.43,0.77,-0.77,0.0,0.128,0.069,-0.069,0.0,78.0,93.8,-66.9,0.0,0.245,0.295,-0.21,0.0,0.0,,,0.0,801.74,32.77,-31.38,0.0,1200.0,,,0.0,0,5297.0,200.0,-200.0,0.0,0.93,0.5,-0.5,0.0,0.86,0.06,-0.03,0.0,0.09,0.055999999999999994,-0.055999999999999994,0.0,4.43,0.3,-0.3,0.0,299.1275257,47.5938319,889.608,13.909,-13.909,14.811,0.137,-0.137,12.708,0.025,-0.025,14.6591,0.000273,-0.000273
1,3,6.057342,3.7e-05,-3.7e-05,0.0,0.061,,,0.0,1.79,0.96,-0.96,0.0,0.16,0.086,-0.086,0.0,97.8,55.5,-33.9,0.0,0.308,0.175,-0.107,0.0,0.0,,,0.0,310.76,12.7,-12.16,0.0,947.0,,,0.0,0,5297.0,200.0,-200.0,0.0,0.93,0.5,-0.5,0.0,0.86,0.06,-0.03,0.0,0.09,0.055999999999999994,-0.055999999999999994,0.0,4.43,0.3,-0.3,0.0,299.1275257,47.5938319,889.608,13.909,-13.909,14.811,0.137,-0.137,12.708,0.025,-0.025,14.6591,0.000273,-0.000273
1,3,10.937304,7.3e-05,-7.3e-05,0.0,0.091,,,0.0,2.25,1.22,-1.22,0.0,0.201,0.109,-0.109,0.0,5.69,,,0.0,0.0179,,,0.0,0.0,,,0.0,141.13,5.77,-5.52,0.0,777.0,,,0.0,0,5297.0,200.0,-200.0,0.0,0.93,0.5,-0.5,0.0,0.86,0.06,-0.03,0.0,0.09,0.055999999999999994,-0.055999999999999994,0.0,4.43,0.3,-0.3,0.0,299.1275257,47.5938319,889.608,13.909,-13.909,14.811,0.137,-0.137,12.708,0.025,-0.025,14.6591,0.000273,-0.000273
1,2,2.936532,9e-06,-9e-06,0.0,0.037,,,0.0,1.5,0.86,-0.86,0.0,0.134,0.077,-0.077,0.0,2.86,,,0.0,0.00899,,,0.0,0.0,,,0.0,285.64,11.59,-11.14,0.0,1209.0,,,0.0,0,5626.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.94,0.04,-0.05,0.0,0.14,0.15,-0.15,0.0,4.51,0.3,-0.3,0.0,291.3021458,47.697657299999996,713.964,11.293,-10.952,15.1,0.103,-0.103,13.217,0.027,-0.027,14.9683,0.000341,-0.000341
1,2,8.014927,5.2e-05,-5.2e-05,0.0,0.073,,,0.0,1.98,1.15,-1.15,0.0,0.177,0.10300000000000001,-0.10300000000000001,0.0,4.58,,,0.0,0.0144,,,0.0,0.0,,,0.0,74.89,3.04,-2.92,0.0,865.0,,,0.0,0,5626.0,200.0,-200.0,0.0,0.81,0.46,-0.46,0.0,0.94,0.04,-0.05,0.0,0.14,0.15,-0.15,0.0,4.51,0.3,-0.3,0.0,291.3021458,47.697657299999996,713.964,11.293,-10.952,15.1,0.103,-0.103,13.217,0.027,-0.027,14.9683,0.000341,-0.000341
1,2,11.634788,0.000134,-0.000134,0.0,0.101,,,0.0,1.54,0.84,-0.84,0.0,0.13699999999999998,0.075,-0.075,0.0,2.99,,,0.0,0.0094,,,0.0,0.0,,,0.0,147.81,11.3,-10.38,0.0,961.0,,,0.0,0,6023.0,200.0,-200.0,0.0,1.01,0.54,-0.54,0.0,1.08,0.09,-0.07,0.0,-0.21100000000000002,0.013999999999999999,-0.013999999999999999,0.0,4.44,0.3,-0.3,0.0,292.92279260000004,38.47721729999999,1333.62,42.77,-42.77,15.238,0.057,-0.057,13.456,0.039,-0.039,15.0319,0.000317,-0.000317
1,2,33.197861,0.000894,-0.000894,0.0,0.204,,,0.0,1.84,1.0,-1.0,0.0,0.16399999999999998,0.08900000000000001,-0.08900000000000001,0.0,4.04,,,0.0,0.0127,,,0.0,0.0,,,0.0,36.52,2.79,-2.56,0.0,678.0,,,0.0,0,6023.0,200.0,-200.0,0.0,1.01,0.54,-0.54,0.0,1.08,0.09,-0.07,0.0,-0.21100000000000002,0.013999999999999999,-0.013999999999999999,0.0,4.44,0.3,-0.3,0.0,292.92279260000004,38.47721729999999,1333.62,42.77,-42.77,15.238,0.057,-0.057,13.456,0.039,-0.039,15.0319,0.000317,-0.000317
1,3,10.300682,0.000254,-0.000254,0.0,0.098,,,0.0,2.34,0.45,-0.45,0.0,0.209,0.04,-0.04,0.0,6.08,,,0.0,0.0191,,,0.0,0.0,,,0.0,311.76,47.05,-39.41,0.0,1015.0,,,0.0,0,6165.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,1.16,0.08,-0.06,0.0,0.0,0.085,-0.10099999999999999,0.0,4.23,0.15,-0.15,0.0,292.47970039999996,38.5149018,2034.25,140.82,-124.0,15.289,0.115,-0.115,13.957,0.057,-0.057,15.2874,0.000478,-0.000478
1,3,16.088134,0.000164,-0.000164,0.0,0.132,,,0.0,3.38,0.64,-0.64,0.0,0.302,0.057,-0.057,0.0,11.4,,,0.0,0.0357,,,0.0,0.0,,,0.0,171.82,25.93,-21.72,0.0,875.0,,,0.0,0,6165.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,1.16,0.08,-0.06,0.0,0.0,0.085,-0.10099999999999999,0.0,4.23,0.15,-0.15,0.0,292.47970039999996,38.5149018,2034.25,140.82,-124.0,15.289,0.115,-0.115,13.957,0.057,-0.057,15.2874,0.000478,-0.000478
1,3,35.676062,0.000641,-0.000641,0.0,0.224,,,0.0,3.33,0.74,-0.74,0.0,0.297,0.066,-0.066,0.0,11.1,,,0.0,0.0348,,,0.0,0.0,,,0.0,59.44,8.97,-7.51,0.0,671.0,,,0.0,0,6165.0,100.0,-100.0,0.0,1.38,0.26,-0.26,0.0,1.16,0.08,-0.06,0.0,0.0,0.085,-0.10099999999999999,0.0,4.23,0.15,-0.15,0.0,292.47970039999996,38.5149018,2034.25,140.82,-124.0,15.289,0.115,-0.115,13.957,0.057,-0.057,15.2874,0.000478,-0.000478
1,3,14.12841,0.000111,-0.000111,0.0,0.119,,,0.0,2.87,1.35,-1.35,0.0,0.256,0.12,-0.12,0.0,8.6,,,0.0,0.0271,,,0.0,0.0,,,0.0,58.59,5.65,-5.07,0.0,739.0,,,0.0,0,6105.0,200.0,-200.0,0.0,1.05,0.48,-0.48,0.0,1.04,0.06,-0.07,0.0,0.02,0.133,-0.16399999999999998,0.0,4.45,0.3,-0.3,0.0,293.568197,39.0363123,1144.86,46.15,-42.76,15.481,0.172,-0.172,13.838,0.053,-0.053,15.3648,0.000421,-0.000421
1,3,31.884,,,0.0,0.1994,,,0.0,2.9,1.27,-0.28,0.0,0.259,0.113,-0.025,0.0,16.6,4.4,-3.6,0.0,0.052,0.014,-0.011,0.0,0.0,,,0.0,19.79,1.91,-1.71,0.0,563.0,,,0.0,1,5779.0,78.0,-86.0,0.0,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0,0.02,0.133,-0.16399999999999998,0.0,4.46,0.05,-0.3,0.0,293.568197,39.0363123,1144.86,46.15,-42.76,15.481,0.172,-0.172,13.838,0.053,-0.053,15.3648,0.000421,-0.000421
1,3,48.648,,,0.0,0.2642,,,0.0,2.8,1.23,-0.27,0.0,0.25,0.11,-0.024,0.0,16.3,5.0,-4.3,0.0,0.051,0.016,-0.014,0.0,0.0,,,0.0,11.27,1.09,-0.97,0.0,489.0,,,0.0,1,5779.0,78.0,-86.0,0.0,1.03,0.45,-0.1,0.0,1.1,0.22,-0.14,0.0,0.02,0.133,-0.16399999999999998,0.0,4.46,0.05,-0.3,0.0,293.568197,39.0363123,1144.86,46.15,-42.76,15.481,0.172,-0.172,13.838,0.053,-0.053,15.3648,0.000421,-0.000421
1,2,17.324,,,0.0,0.1385,,,0.0,2.92,0.73,-0.63,0.0,0.261,0.065,-0.055999999999999994,0.0,87.3,41.7,-39.9,0.0,0.275,0.131,-0.126,0.0,0.0,,,0.0,198.25,7.72,-7.43,0.0,964.0,,,0.0,1,5946.0,56.0,-56.0,0.0,1.69,0.42,-0.36,0.0,1.12,0.19,-0.11,0.0,0.1,0.107,-0.083,0.0,4.03,0.17,-0.13,0.0,286.5831894,39.0772582,976.643,15.738,-15.254,13.544,0.103,-0.103,11.966,0.023,-0.023,13.3884,0.000204,-0.000204
1,2,33.006,,,0.0,0.2129,,,0.0,3.36,0.83,-0.72,0.0,0.3,0.07400000000000001,-0.064,0.0,64.2,18.1,-15.7,0.0,0.202,0.057,-0.049,0.0,0.0,,,0.0,83.9,3.27,-3.14,0.0,778.0,,,0.0,1,5946.0,56.0,-56.0,0.0,1.69,0.42,-0.36,0.0,1.12,0.19,-0.11,0.0,0.1,0.107,-0.083,0.0,4.03,0.17,-0.13,0.0,286.5831894,39.0772582,976.643,15.738,-15.254,13.544,0.103,-0.103,11.966,0.023,-0.023,13.3884,0.000204,-0.000204
1,2,30.160546,0.000311,-0.000311,0.0,0.207,,,0.0,4.07,0.16,-0.16,0.0,0.363,0.013999999999999999,-0.013999999999999999,0.0,15.6,,,0.0,0.049,,,0.0,0.04,0.33,-0.04,0.0,99.27,3.33,-3.2,0.0,836.0,,,0.0,1,4991.0,75.0,-75.0,0.0,2.94,0.07,-0.07,0.0,1.08,0.07,-0.07,0.0,0.271,0.005,-0.005,0.0,3.62,0.04,-0.04,0.0,290.1072124,38.7022694,443.03,6.2675,-6.2675,11.811,0.024,-0.024,9.465,0.018,-0.018,11.5296,0.000256,-0.000256
1,2,51.078775,0.00089,-0.00089,0.0,0.294,,,0.0,3.59,0.43,-0.43,0.0,0.32,0.038,-0.038,0.0,12.6,,,0.0,0.0396,,,0.0,0.51,0.19,-0.12,0.0,49.15,1.65,-1.59,0.0,702.0,,,0.0,1,4991.0,75.0,-75.0,0.0,2.94,0.07,-0.07,0.0,1.08,0.07,-0.07,0.0,0.271,0.005,-0.005,0.0,3.62,0.04,-0.04,0.0,290.1072124,38.7022694,443.03,6.2675,-6.2675,11.811,0.024,-0.024,9.465,0.018,-0.018,11.5296,0.000256,-0.000256
1,3,12.309681,5.1e-05,-5.1e-05,0.0,0.112,,,0.0,3.62,0.71,-0.71,0.0,0.32299999999999995,0.063,-0.063,0.0,12.8,,,0.0,0.0401,,,0.0,0.0,,,0.0,249.02,11.46,-10.88,0.0,1104.0,,,0.0,1,6363.0,259.0,-259.0,0.0,1.75,0.32,-0.32,0.0,1.16,0.13,-0.11,0.0,-0.114,0.019,-0.019,0.0,4.05,0.15,-0.15,0.0,287.391295,42.194821999999995,1037.4,21.55,-21.55,13.647,0.08,-0.08,12.509,0.019,-0.019,13.5847,0.00021400000000000002,-0.00021400000000000002
1,3,35.736,,,0.0,0.2236,,,0.0,4.3,1.72,-0.41,0.0,0.384,0.153,-0.037000000000000005,0.0,49.4,7.2,-5.9,0.0,0.155,0.023,-0.019,0.0,0.0,,,0.0,60.16,2.77,-2.63,0.0,774.0,,,0.0,1,6689.45,19.88,-19.88,0.0,1.07,0.43,-0.1,0.0,1.1,0.16,-0.13,0.0,-0.114,0.019,-0.019,0.0,4.42,0.05,-0.28,0.0,287.391295,42.194821999999995,1037.4,21.55,-21.55,13.647,0.08,-0.08,12.509,0.019,-0.019,13.5847,0.00021400000000000002,-0.00021400000000000002
1,3,54.414,,,0.0,0.2901,,,0.0,3.1,1.24,-0.3,0.0,0.27699999999999997,0.111,-0.027000000000000003,0.0,37.5,5.5,-4.5,0.0,0.118,0.017,-0.014,0.0,0.0,,,0.0,35.74,1.64,-1.56,0.0,574.0,,,0.0,1,6689.45,19.88,-19.88,0.0,1.07,0.43,-0.1,0.0,1.1,0.16,-0.13,0.0,-0.114,0.019,-0.019,0.0,4.42,0.05,-0.28,0.0,287.391295,42.194821999999995,1037.4,21.55,-21.55,13.647,0.08,-0.08,12.509,0.019,-0.019,13.5847,0.00021400000000000002,-0.00021400000000000002
1,2,5.9123,,,0.0,0.062,,,0.0,3.6,,,0.0,0.321,,,0.0,479.9,,,1.0,1.51,,,1.0,0.0,,,0.0,62.58,2.11,-2.05,0.0,585.0,,,0.0,1,4590.0,,,0.0,0.7,,,0.0,0.75,,,0.0,0.34,,,0.0,4.29,,,0.0,292.1370409,42.4294835,438.359,4.6705,-4.6705,15.13,0.057,-0.057,12.719,0.028,-0.028,15.0257,0.0004969999999999999,-0.0004969999999999999
1,2,8.9858,,,0.0,0.081,,,0.0,3.4,,,0.0,0.303,,,0.0,432.23,,,1.0,1.36,,,1.0,0.0,,,0.0,35.9,1.21,-1.18,0.0,509.0,,,0.0,1,4590.0,,,0.0,0.7,,,0.0,0.75,,,0.0,0.34,,,0.0,4.29,,,0.0,292.1370409,42.4294835,438.359,4.6705,-4.6705,15.13,0.057,-0.057,12.719,0.028,-0.028,15.0257,0.0004969999999999999,-0.0004969999999999999
1,2,2.139542,6e-06,-6e-06,0.0,0.032,,,0.0,1.45,0.7,-0.7,0.0,0.129,0.062,-0.062,0.0,2.7,,,0.0,0.008490000000000001,,,0.0,0.0,,,0.0,821.89,29.54,-28.51,0.0,1425.0,,,0.0,0,5744.0,200.0,-200.0,0.0,0.89,0.43,-0.43,0.0,0.96,0.05,-0.05,0.0,0.121,0.013000000000000001,-0.013000000000000001,0.0,4.54,0.3,-0.3,0.0,291.3905325,42.1804735,780.361,11.302,-11.302,14.35,0.092,-0.092,12.844,0.022,-0.022,14.4574,0.000269,-0.000269
1,2,4.807091,9e-06,-9e-06,0.0,0.056,,,0.0,2.01,0.97,-0.97,0.0,0.179,0.087,-0.087,0.0,4.7,,,0.0,0.0148,,,0.0,0.0,,,0.0,279.08,10.03,-9.68,0.0,1088.0,,,0.0,0,5744.0,200.0,-200.0,0.0,0.89,0.43,-0.43,0.0,0.96,0.05,-0.05,0.0,0.121,0.013000000000000001,-0.013000000000000001,0.0,4.54,0.3,-0.3,0.0,291.3905325,42.1804735,780.361,11.302,-11.302,14.35,0.092,-0.092,12.844,0.022,-0.022,14.4574,0.000269,-0.000269
1,2,14.646008,0.000139,-0.000139,0.0,0.117,,,0.0,2.82,1.12,-1.12,0.0,0.252,0.1,-0.1,0.0,8.35,,,0.0,0.0263,,,0.0,0.0,,,0.0,118.25,15.8,-13.55,0.0,694.0,,,0.0,0,5723.0,200.0,-200.0,0.0,0.9,0.35,-0.35,0.0,0.95,0.06,-0.06,0.0,0.02,0.139,-0.19399999999999998,0.0,4.53,0.3,-0.3,0.0,294.1081465,44.770652399999996,1745.45,104.77,-93.73,15.931,0.149,-0.149,13.994,0.058,-0.058,15.7537,0.0005269999999999999,-0.0005269999999999999
1,2,36.337373,0.000111,-0.000111,0.0,0.215,,,0.0,5.31,2.06,-2.06,0.0,0.474,0.184,-0.184,0.0,24.4,,,0.0,0.0769,,,0.0,0.0,,,0.0,35.2,4.71,-4.03,0.0,513.0,,,0.0,0,5723.0,200.0,-200.0,0.0,0.9,0.35,-0.35,0.0,0.95,0.06,-0.06,0.0,0.02,0.139,-0.19399999999999998,0.0,4.53,0.3,-0.3,0.0,294.1081465,44.770652399999996,1745.45,104.77,-93.73,15.931,0.149,-0.149,13.994,0.058,-0.058,15.7537,0.0005269999999999999,-0.0005269999999999999
1,4,9.220524,0.000341,-0.000341,0.0,0.082,,,0.0,1.01,0.25,-0.25,0.0,0.09,0.022000000000000002,-0.022000000000000002,0.0,1.01,,,0.0,0.00317,,,0.0,0.0,,,0.0,195.94,15.73,-14.38,0.0,817.0,,,0.0,0,5602.0,155.0,-155.0,0.0,0.9,0.21,-0.21,0.0,0.79,0.06,-0.04,0.0,-0.25,0.132,-0.132,0.0,4.46,0.15,-0.15,0.0,284.67724019999997,44.7976401,1337.61,44.61,-41.87,15.444,0.263,-0.263,13.65,0.046,-0.046,15.1779,0.000354,-0.000354
1,4,13.638723,0.000491,-0.000491,0.0,0.106,,,0.0,1.2,0.29,-0.29,0.0,0.107,0.026000000000000002,-0.026000000000000002,0.0,1.87,,,0.0,0.00588,,,0.0,0.0,,,0.0,116.12,9.32,-8.52,0.0,717.0,,,0.0,0,5602.0,155.0,-155.0,0.0,0.9,0.21,-0.21,0.0,0.79,0.06,-0.04,0.0,-0.25,0.132,-0.132,0.0,4.46,0.15,-0.15,0.0,284.67724019999997,44.7976401,1337.61,44.61,-41.87,15.444,0.263,-0.263,13.65,0.046,-0.046,15.1779,0.000354,-0.000354
